locationID,verbatimLocation,locality,country,region,taxonID,taxon,habitat,firstRecordEvent,verbatimFirstRecordEvent,confidenceFirstRecordEvent,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,datasetName,bibliographicCitation,accessRights
"",United States,United States,"","",29817,Bembidion stephensii,"",-1891-2012,1891 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",17202,Bembidion tetracolum,"",-1650-1998,approx 1650 (Bain (1998)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",1958,Bemisia tabaci,"",-1897-1986,1897; aggressive strain B 1986,low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",12355,Bischofia javanica,"",-1956-2005,1956 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",37945,Bjerkandera adusta (Willd) PKarst,terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1978,Blastopsylla occidentalis,"",-1993-2019,1993 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",1978,Blastopsylla occidentalis,"",-2001-2009,2001 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",1982,Blattella germanica,"",-1926-1960,before 1926 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26455,Blechnum occidentale,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",29830,Blemus discus,"",-1933-2012,1933 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8244,Bocconia frutescens,"",-1920-2005,1920 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24596,Boehmeria nivea,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",182,Brassica juncea,"",-1942-2005,1942 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",187,Brassica rapa,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2024,Braula coeca,"",-1983-1992,1983 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26508,Brexia madagascariensis,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16689,Breynia disticha,"",-1890-2005,1890 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",11331,Brotogeris versicolurus,"",-1968-1972-2017,1968-1972 (Brightsmith et al (2017)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16051,Browallia americana,"",-1939-2005,1939 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",2035,Bruchus pisorum,"",-1917-1917,before 1917 (Bridwell (1917)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",2036,Bruchus rufimanus,"",-1917-1917,before 1917 (Bridwell (1917)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26518,Brugmansia X candida,"",-1890-2005,1890 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5779,Brugmansia suaveolens,"",-1971-2005,1971 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",216,Buddleja davidii,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5790,Buddleja madagascariensis,"",-1931-2005,1931 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",220,Butomus umbellatus,"",-1905-2020,1905 (Lakoba et al (2020)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2042,Cactoblastis cactorum,"",-1989-1992,1989 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26544,Caesalpinia crista,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26547,Caladium bicolor,"",-1937-2005,1937 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26548,Calathea crotalifera,"",-1934-2005,1934 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2051,Caliroa cerasi,"",-1799-2009,1799 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26555,Calliandra haematocephala,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26557,Calliandra houstoniana var calothyrsa,"",-1987-2005,1987 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5806,Calliandra surinamensis,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",37966,"Callidium violaceum (Linnaeus, 1758)",terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",United States,United States,"","",29884,Callirhopalus bifasciatus,"",-1914-2009,1914 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5808,Callisia fragrans,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5809,Callisia repens,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26562,Callitris columellaris,"",-1944-2005,1944 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26566,Callocleonymus swezeyi,"",-2000-2019,2000 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",2060,Callosobruchus chinensis,"",-1917-1917,prior to 1917 (Bridwell (1917)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2065,Calomycterus setarius,"",-1929-2009,1929 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26569,Calophyllum brasiliense,"",-1993-2005,1993 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5822,Calopogonium caeruleum,"",-1957-2005,1957 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26570,Calopogonium galactioides,"",-1987-2005,1987 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5823,Calopogonium mucunoides,"",-1990-2005,1990 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2069,Caloptilia negundella,"",-1931-2009,1931 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5824,Calotropis gigantea,"",-1908-2005,1908 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5825,Calotropis procera,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5828,Camellia sinensis,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26583,Campyloneurum phyllitidis,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16692,Cananga odorata,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24609,Canavalia cathartica,"",-1908-2005,1908 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24610,Canavalia sericea,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26591,Capparidastrum mollicellum,"",-2009-2012,2009 (Lau and Frohlich (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5834,Capsicum annuum,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2092,Carabus nemoralis,"",-1890-2012,1890 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5838,Cardiospermum grandiflorum,"",-1984-2005,1984 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5839,Cardiospermum halicacabum,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",256,Carduus nutans,"",-1853-2020,1853 (Lakoba et al (2020)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26600,Carmona retusa,"",-1969-2005,1969 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26607,Cartomothrips neboissi,"",-2016-2019,2016 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2113,Carulaspis juniperi,"",-1903-2009,1903 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",17334,Caryedon serratus,"",-1917-1917,prior to 1917 (Bridwell (1917)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26609,Caryota mitis,"",-1945-2005,1945 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26612,Cassia javanica var indochinensis,"",-1934-2005,1934 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5862,Castilla elastica,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8272,Casuarina cunninghamiana,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8273,Casuarina equisetifolia,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5865,Casuarina glauca,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26617,Catha edulis,"",-1954-2005,1954 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26620,Cayratia trifolia,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24613,Cecropia obtusifolia,"",-1924-2005,1924 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",14826,Cedrela odorata,"",-1927-2005,1927 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5872,Celosia argentea,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",292,Centaurea cyanus,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",294,Centaurea diffusa,"",-1907-2020,1907 (Lakoba et al (2020)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5895,Centella asiatica,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5897,Centratherum punctatum,"",-1980-2005,1980 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",9486,Centrosema pubescens,"",-1985-2005,1985 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",2138,Cerataphis lataniae,"",-1909-2019,1909 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24614,Ceratophyllum demersum,"",-1934-2005,1934 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",12530,Ceratopteris thalictroides,"",-1919-2005,1919 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2149,Ceroplastes ceriferus,"",-1908-2009,1908 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Greece (South Aegean Islands),Greece (South Aegean Islands),"","",19280,Cervus elaphus Linnaeus 1758,"",-3000-2000,-3000 - -2000,low confidence,Extinct,Extinct,Extinct,Intentional,Piero Genovesi,Piero Genovesi,Free
"",Hawaiian Islands,Hawaiian Islands,"","",5910,Cestrum aurantiacum,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24615,Cestrum diurnum,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5911,Cestrum elegans,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",2165,Chaetanaphothrips signipennis,"",-1985-1992,1985 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",26714,Chirothrips manicatus,"",-2002-2003-2019,2002-2003 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",5928,Chloris gayana,"",-1913-2005,1913 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",38023,Chondrostereum purpureum (Pers) Pouzar,terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",United States,United States,"","",2208,Chorisoneura parishi,"",-1953-1992,1953 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30030,Chrysomela interrupta,"",-1945-2009,1945 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
